BunruiNo	LemmaID
12050	301978
13047	2408
13360	2408
23360	267969
23360	201058
14500	287838
23360	2409
15260	289676
14420	233565
15010	102415
15111	144896
14420	286964
14700	321008
15111	332261
12630	2660
15130	2660
15250	171719
15401	47516
15402	316693
12590	194911
14460	194911
15401	298845
15155	287415
15111	47519
12100	284809
14511	315073
14670	313635
15111	47504
11721	290069
12630	290069
12630	316258
23031	47250
31040	2694
23066	87068
23131	47552
23100	87831
23103	1521
23100	92707
23123	90545
23123	149507
23683	47553
21110	273483
23131	90866
23131	87806
14520	230488
23532	47555
23100	205534
15710	2427
23123	1527
23532	1529
23683	258080
23100	148786
23135	148786
23532	148786
23680	92713
23100	172842
23062	209005
23100	219378
23100	213444
23100	47574
23100	289803
23100	1536
23134	1536
23100	258717
23530	207605
23123	92714
23122	245538
23123	90544
21110	1543
23050	1543
23141	1543
23660	1543
23520	201813
23123	1545
23100	212792
23100	1556
23100	228340
23140	47631
14310	202741
23103	87082
23123	87082
12630	261701
23013	91105
23122	91105
21560	47636
23520	47636
23660	47636
23100	255280
21551	70712
33042	47268
33068	47268
23061	2436
12590	84073
14210	2432
31345	101275
33014	101275
33020	101275
23014	325131
12220	245696
15151	321983
13123	321984
11520	1584
12411	290126
14010	47644
13311	1588
12220	173878
11700	324896
12440	47645
15502	171504
12100	284809
12418	284809
13333	199282
14400	199282
13333	47659
14410	47659
11641	2460
11641	268072
33030	47297
33310	47297
12590	325051
12110	284272
21200	302923
31670	2473
31670	2473
31670	326227
12010	209712
31641	322607
23640	2476
23670	2476
13062	2475
13613	2475
13640	2475
13670	2475
23640	322417
12417	295109
21200	292890
21527	292890
21200	2477
21527	2477
21200	169599
21200	169599
31670	2479
31670	47307
12590	199927
33020	2490
12130	287992
33300	205984
23300	256090
11310	47330
13360	47332
13670	47332
31332	88013
31920	88013
13102	47336
13102	2497
23360	2501
14240	332132
14720	316742
15402	2504
12110	120118
12140	120118
12210	120118
12140	2505
15410	47345
14310	47346
11710	294215
12110	322199
15410	271114
12416	294965
12110	47349
12590	120428
12590	327690
12590	322586
31920	155941
43210	47356
31584	2524
33410	2524
33710	2524
43110	47549
23683	71358
25721	2525
12590	257885
12590	321232
25721	1595
12390	73917
12590	2530
31920	2531
31920	185579
12390	289523
14440	47383
12590	2542
12040	167183
31800	213413
31920	213413
33020	213413
33030	213413
23132	141632
21302	291956
21513	288206
21570	254928
25721	254928
23013	252857
33013	294361
11635	47404
14560	47404
13370	250111
15260	2554
11611	47407
21532	120184
21532	88885
21532	47413
14130	270319
23333	227968
21532	199949
23062	199949
23500	199949
13700	333693
12590	323061
15210	2572
23391	248938
21532	2575
14322	47418
21340	2576
23851	2584
23842	2586
23820	47434
21130	2612
21532	2612
21210	2583
21532	2583
23711	2583
21210	2587
21532	2587
23711	2587
21535	258066
15501	2589
12390	120891
12590	248721
12590	290202
12590	2593
13831	2580
14514	236334
21501	2602
21532	253496
21532	334059
14160	229468
14510	2611
11302	2613
13030	2613
13042	2613
15020	2613
31345	2613
33422	2613
14400	257996
11100	284981
15020	284981
15040	47460
11800	188681
14200	272369
11100	285258
15504	293477
23841	321192
12340	47466
14210	284396
13841	2624
12140	259037
25020	2626
25020	2626
15020	47482
15020	2627
23334	2628
25020	2628
15410	325891
25020	257902
13610	227254
33422	205981
23030	256098
25020	256098
21622	214668
31660	47510
23851	239619
12530	47564
15504	3019
13114	2701
13392	2701
11112	103366
12390	292669
11112	2718
12390	95508
13122	47599
12320	307168
11525	2767
12340	333746
11112	2830
13047	47677
14530	235725
15502	2896
23391	2585
11635	138637
15501	138637
11635	47686
15501	47686
23700	4108
12390	173852
43010	212048
23003	2991
23003	2991
23810	2990
11110	47718
21570	3041
23091	317191
12630	309863
13811	309863
13334	47727
21541	3032
21541	203879
21541	3034
23050	3034
23311	3034
21541	3033
23002	3033
23050	3033
23311	3033
21541	3033
23002	3033
23050	3033
23311	3033
23050	258949
12150	168255
23002	3039
15250	289456
21541	3045
21541	203883
14660	47754
15402	47755
15152	47756
12590	47758
12390	74035
15250	289769
12590	287606
23011	47761
14720	323015
13330	47765
15410	253838
14710	47766
15111	317195
15403	233311
15400	284517
11840	205989
23430	3089
23532	3089
23770	3089
21570	293847
21210	256828
21541	256828
23067	256828
23422	256828
21210	3059
21541	3059
23071	3059
23422	3059
12411	302700
23020	228895
23400	3084
23430	3084
23700	3084
23430	214818
23532	214333
13155	249193
15402	46977
11112	289732
21510	3094
23013	3094
11510	3095
23020	322246
21510	3097
23013	3097
12390	74043
12710	74043
12630	3099
13014	3100
11635	3106
15501	3106
11635	3107
15501	3107
33014	47693
12030	287322
12410	267979
14650	47001
15601	321920
12413	294042
11730	47026
23600	321350
15155	46995
12590	84113
11635	47030
15500	3133
11670	3119
11740	3119
14240	3119
15602	3119
11800	47157
11730	208593
11740	208593
11730	208593
11740	208593
11740	47005
11800	47005
12450	170541
13650	170541
23650	219628
23650	293047
33013	3127
33041	3127
33013	248199
13851	331994
13062	47173
21250	47228
25702	47228
14280	296914
15020	209279
15020	141015
12390	3144
15152	313090
23391	3165
23391	3165
15152	195174
15152	47183
25152	201593
15020	98150
15130	195088
14210	285338
31910	3138
31911	3138
33020	3138
23013	285282
14530	47189
15020	47189
13841	326592
15020	252321
15020	3156
14201	47209
15153	195200
31911	182242
35020	182242
21341	3161
21583	3161
14200	289615
13230	256849
23030	3180
23230	3180
23230	3180
12390	103577
12590	210757
12590	3202
13210	3181
13230	3181
15130	47495
31600	47495
12340	295110
13210	179720
33068	3190
31130	294362
13210	300802
31920	47862
13003	47863
12710	284855
33014	101276
33014	101276
12450	201392
12410	3199
13160	47864
12410	47865
13200	47865
13220	159130
12590	240718
12100	46992
11652	3206
11720	3206
11770	3206
11920	3206
12320	3206
14400	3206
21540	89788
21540	3210
23031	3210
21553	292533
21561	92361
21561	89458
21550	47866
23230	47866
23334	334713
21660	225016
23100	292132
12590	213155
14210	277147
21532	89310
21532	188477
23710	188477
11300	47869
11770	47869
33610	47869
21540	47874
11584	304245
23002	334403
21540	89307
21513	92362
21513	89547
21572	89549
21535	334061
21573	87093
14551	170735
23131	89463
23570	3215
23770	297215
15601	47877
12030	47000
13093	3220
13151	3220
11800	250759
21571	3219
21572	47882
15155	321508
21635	90031
21521	189907
21572	331417
21521	173118
25702	3224
21511	102483
23013	102483
14460	256427
21513	300281
23030	334407
25153	334407
15702	44436
23013	90032
25130	90032
23062	334056
23042	87103
21524	300293
21584	300293
21600	300293
25600	284299
21240	3226
21251	3226
13330	214815
23100	307405
14200	234355
21580	334467
21730	308734
21561	172200
23393	172200
23370	267140
23391	267140
21552	92363
21560	3230
31611	47930
33420	47930
21504	47931
21504	47931
21525	3231
11531	47934
12590	47934
12450	143915
12630	141196
11770	239239
11920	239239
23013	3232
23332	3232
25130	3232
21503	334981
14410	270501
23392	3233
23580	3233
25702	3233
23014	89551
23091	89551
23030	308733
23031	308733
21513	89466
23021	89466
23391	89466
23014	307396
13050	284455
25030	89467
21251	334878
21541	331389
21600	229233
21541	303312
14541	3252
14430	213791
14710	213791
21532	201808
21251	47952
21581	89456
12390	293489
23391	89309
23391	214741
21511	89459
21250	87118
21331	194503
23670	194503
13360	235611
14320	235611
23013	298968
23063	298968
21550	267927
23500	267927
14600	285254
23091	89454
12390	199482
12590	326181
23091	48031
21550	3244
11840	216760
14201	48032
23580	173043
12630	141199
23580	3246
21503	331255
21240	89464
21521	89464
21560	48043
21560	89455
23050	303310
21513	328227
21521	328227
23091	328227
14400	205522
21527	303301
23030	141637
21571	92360
12590	230040
23670	288201
21561	3274
23230	3274
23370	3274
23560	3274
23810	3274
11631	48340
31302	3276
31345	3276
33020	3276
23020	237533
13020	249089
23020	237533
23020	237533
13841	3277
14110	3277
14540	3277
15040	3277
33000	294439
21532	90755
23810	92593
23810	92593
15501	249974
23131	251565
13000	224906
11300	284726
23220	3279
12340	255814
12410	255814
15155	47187
21521	3282
21600	3282
23050	3282
25010	3282
25020	3282
25040	3282
21521	3281
21600	3281
23050	3281
25010	3281
25020	3281
25040	3281
21521	3280
21600	3280
23050	3280
25010	3280
25020	3280
25040	3280
15606	252478
15505	3283
12590	311111
31911	3166
21521	267140
23611	3264
14201	294498
14540	164929
11030	49476
13000	49476
21251	321596
12390	3285
12590	3284
12590	203845
13421	217326
14510	217326
14440	196091
23391	3292
13391	140046
23391	227747
23391	49478
13013	3271
13210	3289
15401	291000
14660	331952
12590	272360
21541	3170
23311	3170
15502	3171
15040	49485
23333	3296
21500	99332
21521	99332
21600	99332
21500	3299
21521	3299
21600	3299
25010	3299
25020	3299
21500	3298
21521	3298
21600	3298
25010	3298
25020	3298
21500	3297
21521	3297
21600	3297
25010	3297
25020	3297
14152	164931
15603	3304
14410	49500
14450	49500
33680	49512
31110	3311
33068	3311
33680	3311
12411	154014
12590	84129
33012	3313
33020	3313
23020	3314
23670	3319
12590	84130
21513	321194
11721	213207
15601	49520
23391	3330
11622	319931
12590	324053
15260	3332
12590	212362
15401	295112
12590	200444
14700	3341
12590	137351
12411	49529
12411	49529
12390	3344
12390	3344
15020	49532
15401	49532
12040	49533
12410	261172
14220	257840
14251	220295
